Bandit,Reward,Algorithm
3,4.433286512229588,ThompsonSampling
3,3.4778098963249002,ThompsonSampling
3,4.298099412348919,ThompsonSampling
3,5.635899927445586,ThompsonSampling
3,4.4162713273458944,ThompsonSampling
3,3.0006069169517797,ThompsonSampling
3,5.207320293059111,ThompsonSampling
3,4.396035360882867,ThompsonSampling
3,4.453039169633758,ThompsonSampling
3,5.6195309204282875,ThompsonSampling
3,4.146600634383948,ThompsonSampling
3,5.25060599309851,ThompsonSampling
3,3.3211120734738233,ThompsonSampling
3,2.542283494953683,ThompsonSampling
3,1.5312593592024117,ThompsonSampling
3,4.350802734670663,ThompsonSampling
3,3.809816216286799,ThompsonSampling
3,3.373999237912989,ThompsonSampling
3,4.360686608973656,ThompsonSampling
3,0.7933080630583031,ThompsonSampling
3,2.2542782363020226,ThompsonSampling
3,5.30952871236061,ThompsonSampling
3,3.0123613587731937,ThompsonSampling
3,4.0430986436279674,ThompsonSampling
3,4.880811686590715,ThompsonSampling
3,3.189506741097615,ThompsonSampling
3,4.5192895209594095,ThompsonSampling
3,4.51911398656836,ThompsonSampling
3,4.867533616012191,ThompsonSampling
3,2.8420191579449057,ThompsonSampling
3,5.728244322571999,ThompsonSampling
2,2.3472588352400225,ThompsonSampling
3,4.954883851490377,ThompsonSampling
3,4.7185172089188425,ThompsonSampling
3,4.722245666148919,ThompsonSampling
3,3.5651880373692864,ThompsonSampling
3,2.050567729053814,ThompsonSampling
3,2.7443160944524707,ThompsonSampling
3,2.318940125519947,ThompsonSampling
3,4.638751491524513,ThompsonSampling
3,5.393482761781158,ThompsonSampling
3,3.883413167060872,ThompsonSampling
3,3.208524440327542,ThompsonSampling
3,5.403639279190125,ThompsonSampling
3,5.52176889653089,ThompsonSampling
3,4.451265198782284,ThompsonSampling
3,4.252419633012977,ThompsonSampling
3,3.669258964642946,ThompsonSampling
3,4.759991518361371,ThompsonSampling
3,3.7542248938302603,ThompsonSampling
3,5.041026226774738,ThompsonSampling
3,3.42464681178316,ThompsonSampling
3,5.4836890619132435,ThompsonSampling
3,3.2517738943850203,ThompsonSampling
3,2.805858986514716,ThompsonSampling
3,4.702499654022249,ThompsonSampling
3,4.476288023051491,ThompsonSampling
3,3.3133838715618733,ThompsonSampling
3,4.362922791715771,ThompsonSampling
3,5.5578147703008485,ThompsonSampling
3,4.334479535564938,ThompsonSampling
3,5.502317092575519,ThompsonSampling
3,3.559203920471797,ThompsonSampling
3,4.965690179551194,ThompsonSampling
3,5.302936173364036,ThompsonSampling
3,4.380362907859635,ThompsonSampling
3,2.248124779295625,ThompsonSampling
3,5.80162916205515,ThompsonSampling
3,4.032231277055322,ThompsonSampling
3,2.8296466668979185,ThompsonSampling
3,2.9441558695828522,ThompsonSampling
3,4.558120860685724,ThompsonSampling
3,4.373642361878479,ThompsonSampling
3,5.283773081207228,ThompsonSampling
3,5.562069002176512,ThompsonSampling
3,5.087977705188711,ThompsonSampling
2,4.279821643324137,ThompsonSampling
3,4.852038968354297,ThompsonSampling
3,2.7299032313438767,ThompsonSampling
3,3.43036801244096,ThompsonSampling
3,3.4090041857459408,ThompsonSampling
3,4.6094455471187485,ThompsonSampling
3,5.051388148605506,ThompsonSampling
3,3.021700936583668,ThompsonSampling
3,4.440217364028652,ThompsonSampling
3,3.206969646367571,ThompsonSampling
3,4.281565974037404,ThompsonSampling
3,4.378237273077761,ThompsonSampling
3,3.9207513545622485,ThompsonSampling
3,3.6891197702600866,ThompsonSampling
3,3.6194386180214186,ThompsonSampling
3,4.15939169213158,ThompsonSampling
3,3.3497605941077016,ThompsonSampling
3,4.436573522251601,ThompsonSampling
3,4.309287799797907,ThompsonSampling
3,3.608852401984595,ThompsonSampling
3,4.927192795320565,ThompsonSampling
3,5.259825054958142,ThompsonSampling
2,3.269778447301857,ThompsonSampling
3,3.9947625828269273,ThompsonSampling
3,5.006132991779407,ThompsonSampling
3,2.7284258977339,ThompsonSampling
3,4.132782480350504,ThompsonSampling
3,2.7465061954879717,ThompsonSampling
2,2.3011294617958393,ThompsonSampling
2,3.683968920468674,ThompsonSampling
3,3.276159290033463,ThompsonSampling
3,4.048044749374598,ThompsonSampling
3,3.1030486016282457,ThompsonSampling
3,5.158631651881411,ThompsonSampling
3,2.839299296548862,ThompsonSampling
3,5.5284866299089925,ThompsonSampling
3,3.2242049972412055,ThompsonSampling
3,4.303660999059889,ThompsonSampling
3,3.5582964121902334,ThompsonSampling
3,4.454821364849902,ThompsonSampling
3,3.49269877244444,ThompsonSampling
3,3.6547102414141195,ThompsonSampling
3,1.959620175323364,ThompsonSampling
3,3.7138989236305524,ThompsonSampling
3,4.709595430148203,ThompsonSampling
3,3.7535601718939473,ThompsonSampling
3,2.455475117738175,ThompsonSampling
3,4.235679788871689,ThompsonSampling
3,3.978847157765714,ThompsonSampling
3,4.285937917478096,ThompsonSampling
3,2.2235124458192796,ThompsonSampling
3,3.2481170517255706,ThompsonSampling
3,2.194051228715118,ThompsonSampling
3,4.609976959367776,ThompsonSampling
3,4.6230424969172725,ThompsonSampling
3,1.9733952518293503,ThompsonSampling
3,5.104028997739856,ThompsonSampling
3,3.2220370951417667,ThompsonSampling
3,4.894935672229055,ThompsonSampling
3,4.167161075644723,ThompsonSampling
3,3.9112157167849655,ThompsonSampling
3,4.500424227482449,ThompsonSampling
3,4.145665173383,ThompsonSampling
3,4.879454108281695,ThompsonSampling
3,4.713704947134369,ThompsonSampling
3,4.335196652373751,ThompsonSampling
3,5.005616654493422,ThompsonSampling
3,3.020609522456863,ThompsonSampling
3,4.707727741433154,ThompsonSampling
3,4.447551043172668,ThompsonSampling
3,2.8674421620516086,ThompsonSampling
3,1.7509292228300688,ThompsonSampling
3,3.946130801357689,ThompsonSampling
3,4.372566046426466,ThompsonSampling
3,3.83066370333908,ThompsonSampling
3,3.061206128817661,ThompsonSampling
3,2.1431168871037536,ThompsonSampling
3,4.648127302369816,ThompsonSampling
3,6.069021381061754,ThompsonSampling
3,5.67928972090421,ThompsonSampling
3,5.568582931968741,ThompsonSampling
3,4.143663231868055,ThompsonSampling
3,2.8434563204427787,ThompsonSampling
3,4.5376588265373465,ThompsonSampling
3,3.6079279348586724,ThompsonSampling
3,3.290571161895174,ThompsonSampling
3,4.894705600817227,ThompsonSampling
3,4.432724276694495,ThompsonSampling
3,4.138550047383726,ThompsonSampling
3,5.856652155138119,ThompsonSampling
3,5.051670507133737,ThompsonSampling
2,4.0048723687406955,ThompsonSampling
3,3.919040026261177,ThompsonSampling
3,6.162432698610488,ThompsonSampling
3,3.0767947439091667,ThompsonSampling
3,4.178792157411072,ThompsonSampling
3,3.766563092001429,ThompsonSampling
2,3.6386639127671265,ThompsonSampling
3,4.136796123663035,ThompsonSampling
3,4.1140350233537655,ThompsonSampling
3,5.369327503893399,ThompsonSampling
3,4.672305506793648,ThompsonSampling
3,4.708502821537536,ThompsonSampling
3,1.7222594758292211,ThompsonSampling
3,4.034401065449274,ThompsonSampling
3,5.557917666739298,ThompsonSampling
3,3.914467281772752,ThompsonSampling
3,3.286700748703084,ThompsonSampling
3,4.714790489423158,ThompsonSampling
3,4.560215098131296,ThompsonSampling
2,4.586622867403473,ThompsonSampling
3,4.167883255798961,ThompsonSampling
3,3.671588822033451,ThompsonSampling
3,6.135706121202821,ThompsonSampling
3,4.636762605767827,ThompsonSampling
3,5.418085640878421,ThompsonSampling
3,4.548660304442743,ThompsonSampling
3,4.026515395103759,ThompsonSampling
3,4.155191678367256,ThompsonSampling
3,4.801973263736871,ThompsonSampling
3,4.399122702480486,ThompsonSampling
3,3.557845853266439,ThompsonSampling
3,5.616430972515952,ThompsonSampling
3,4.727828980649842,ThompsonSampling
3,4.120611252672814,ThompsonSampling
3,3.7301938602575144,ThompsonSampling
3,4.053817730912697,ThompsonSampling
3,2.607608200213225,ThompsonSampling
3,4.965513721950316,ThompsonSampling
3,3.2381136775333967,ThompsonSampling
3,3.4282637152886055,ThompsonSampling
3,4.467147691169271,ThompsonSampling
3,4.2250259616275265,ThompsonSampling
3,3.1537588246193806,ThompsonSampling
3,3.3850800908191094,ThompsonSampling
3,4.176840240032675,ThompsonSampling
3,4.353096092659011,ThompsonSampling
3,3.5844525330294026,ThompsonSampling
3,3.274517420366723,ThompsonSampling
3,4.772661702943883,ThompsonSampling
3,4.624951152266766,ThompsonSampling
3,5.377186051942914,ThompsonSampling
3,3.60211401582928,ThompsonSampling
3,2.768985974855643,ThompsonSampling
3,4.351512007777408,ThompsonSampling
3,2.977354965963494,ThompsonSampling
2,3.068516747167958,ThompsonSampling
3,3.251308726145434,ThompsonSampling
3,4.797889595972185,ThompsonSampling
3,4.324430969158152,ThompsonSampling
3,4.705545042612053,ThompsonSampling
3,4.752997015855642,ThompsonSampling
3,3.352335796948372,ThompsonSampling
3,5.228838726976548,ThompsonSampling
3,6.069795577725069,ThompsonSampling
3,4.912259180169365,ThompsonSampling
3,2.9741987756673716,ThompsonSampling
3,1.5491696894966767,ThompsonSampling
3,3.496910220575545,ThompsonSampling
3,4.0518959474360745,ThompsonSampling
3,2.98741489308223,ThompsonSampling
3,4.113755665512585,ThompsonSampling
3,3.38788407533056,ThompsonSampling
3,5.331531729875216,ThompsonSampling
3,2.9393778554177796,ThompsonSampling
3,4.00460324052223,ThompsonSampling
3,4.474804044527023,ThompsonSampling
3,3.8006553780682095,ThompsonSampling
3,2.4446590464382405,ThompsonSampling
3,3.258256157093391,ThompsonSampling
3,3.4239806994517465,ThompsonSampling
3,4.209323779788007,ThompsonSampling
3,3.9605526759413183,ThompsonSampling
3,4.0032888140815555,ThompsonSampling
3,4.153443741241035,ThompsonSampling
3,3.925197939420521,ThompsonSampling
3,2.5167082617892147,ThompsonSampling
3,3.8431478893347437,ThompsonSampling
3,4.212961073886276,ThompsonSampling
3,4.951538484109689,ThompsonSampling
3,2.889848311094818,ThompsonSampling
3,3.693973953832847,ThompsonSampling
3,4.308796681076995,ThompsonSampling
3,1.8223801442061078,ThompsonSampling
2,4.685613926464763,ThompsonSampling
3,4.91586400889191,ThompsonSampling
2,3.26978657905188,ThompsonSampling
3,5.4566520452819685,ThompsonSampling
3,5.407725228581792,ThompsonSampling
3,4.6048178496499474,ThompsonSampling
3,5.371820610259888,ThompsonSampling
2,2.5332700577498204,ThompsonSampling
3,3.5221751657073352,ThompsonSampling
3,3.1092412771392195,ThompsonSampling
3,2.5959353999509265,ThompsonSampling
3,2.646744158207655,ThompsonSampling
3,5.177032982550824,ThompsonSampling
3,3.7405876711364447,ThompsonSampling
3,3.887619060099447,ThompsonSampling
3,4.066064294498403,ThompsonSampling
3,5.141386789902189,ThompsonSampling
3,4.950503551152985,ThompsonSampling
3,4.064131497239231,ThompsonSampling
3,5.189020505566519,ThompsonSampling
3,3.668261183874471,ThompsonSampling
3,4.87618381469127,ThompsonSampling
3,3.7229983632340478,ThompsonSampling
2,3.0959356425020386,ThompsonSampling
3,5.1670973377462,ThompsonSampling
3,2.5516561205332535,ThompsonSampling
3,3.7628124420103446,ThompsonSampling
3,3.9808320942799145,ThompsonSampling
3,3.9972324663634886,ThompsonSampling
3,3.7233409373280972,ThompsonSampling
3,3.493331101182145,ThompsonSampling
3,2.7937010745762256,ThompsonSampling
3,2.702926253591584,ThompsonSampling
3,3.358013967349615,ThompsonSampling
3,2.4245696968351713,ThompsonSampling
2,1.849327711141361,ThompsonSampling
3,4.331938819412452,ThompsonSampling
3,2.3433740057148107,ThompsonSampling
3,4.1213981256755385,ThompsonSampling
3,3.156071531005375,ThompsonSampling
3,4.149734247437128,ThompsonSampling
3,2.8908039580868667,ThompsonSampling
3,3.5437083788273394,ThompsonSampling
3,3.9794372073841595,ThompsonSampling
3,3.08782807646975,ThompsonSampling
3,4.851151664117418,ThompsonSampling
3,3.365017452129621,ThompsonSampling
3,4.777163680299503,ThompsonSampling
3,2.3207619762390985,ThompsonSampling
3,3.9357489950821263,ThompsonSampling
3,3.2112047972310256,ThompsonSampling
3,4.361697158155222,ThompsonSampling
3,4.315617321633816,ThompsonSampling
3,4.226533715923913,ThompsonSampling
3,4.483173939900055,ThompsonSampling
3,4.444051649431398,ThompsonSampling
3,4.410134466796486,ThompsonSampling
3,3.5022045717924906,ThompsonSampling
3,2.291067469715125,ThompsonSampling
3,3.0080537097105386,ThompsonSampling
3,2.93928512112615,ThompsonSampling
3,3.2292251816057007,ThompsonSampling
3,4.238303862771884,ThompsonSampling
3,3.4612027772059113,ThompsonSampling
3,3.5081768804135236,ThompsonSampling
3,3.9446108321827644,ThompsonSampling
3,4.238630560435333,ThompsonSampling
3,4.521944250677551,ThompsonSampling
3,2.2553189907031372,ThompsonSampling
3,5.051474449724211,ThompsonSampling
3,3.5794711858343766,ThompsonSampling
3,4.4698589445578225,ThompsonSampling
3,4.393351220046539,ThompsonSampling
3,4.346860327559851,ThompsonSampling
3,3.3165009357830435,ThompsonSampling
3,6.118003730560309,ThompsonSampling
3,3.8363837737810758,ThompsonSampling
3,3.855415385468488,ThompsonSampling
3,4.508845793831378,ThompsonSampling
3,1.729627451049454,ThompsonSampling
3,3.283359972311345,ThompsonSampling
3,2.74432889000828,ThompsonSampling
3,5.310079355630812,ThompsonSampling
3,5.306962131706259,ThompsonSampling
3,4.290153535226726,ThompsonSampling
3,2.744229986497114,ThompsonSampling
3,3.901971022407163,ThompsonSampling
3,0.7034033497310501,ThompsonSampling
3,2.543446607595207,ThompsonSampling
3,4.40675781763185,ThompsonSampling
2,2.388900978628907,ThompsonSampling
3,3.4530880458299333,ThompsonSampling
3,4.45757262871988,ThompsonSampling
3,3.326114630295,ThompsonSampling
3,3.8803722156285807,ThompsonSampling
2,3.583584582515245,ThompsonSampling
3,4.722736667225717,ThompsonSampling
3,4.519954823729742,ThompsonSampling
3,5.008688354566748,ThompsonSampling
3,3.8071221215210964,ThompsonSampling
3,1.1853289968592335,ThompsonSampling
3,3.9271110259480717,ThompsonSampling
2,3.8539017493289527,ThompsonSampling
3,4.792141135212862,ThompsonSampling
3,4.505551495219491,ThompsonSampling
3,3.893553927298228,ThompsonSampling
3,2.5939987280598995,ThompsonSampling
3,5.588483838597792,ThompsonSampling
3,4.016817373494008,ThompsonSampling
3,4.706995129408575,ThompsonSampling
3,3.5623999558501414,ThompsonSampling
3,3.0130042934738293,ThompsonSampling
3,4.995465847730414,ThompsonSampling
3,3.564018578253764,ThompsonSampling
2,2.638206062116487,ThompsonSampling
3,5.853379880298487,ThompsonSampling
3,5.4957244561576575,ThompsonSampling
3,4.221357694683437,ThompsonSampling
3,4.205584746720898,ThompsonSampling
3,4.305548126495782,ThompsonSampling
3,3.384610747128909,ThompsonSampling
3,3.073242090556491,ThompsonSampling
3,5.183701470755661,ThompsonSampling
3,4.620321192838626,ThompsonSampling
3,4.810609703766097,ThompsonSampling
3,2.8991781496259845,ThompsonSampling
3,3.203469932471573,ThompsonSampling
3,3.1323373856407466,ThompsonSampling
3,4.920684849971654,ThompsonSampling
3,3.4045653255343744,ThompsonSampling
3,4.2583599839412045,ThompsonSampling
3,3.1364963582682206,ThompsonSampling
3,2.597177962322484,ThompsonSampling
3,4.847799040467225,ThompsonSampling
3,4.436656902389162,ThompsonSampling
3,4.208383432694017,ThompsonSampling
3,3.2261843580841285,ThompsonSampling
3,4.167904577764671,ThompsonSampling
3,3.9391734643626437,ThompsonSampling
3,6.628263226492246,ThompsonSampling
3,3.9977142478392067,ThompsonSampling
3,3.429658074904908,ThompsonSampling
3,3.4964659737253445,ThompsonSampling
3,4.528401088644751,ThompsonSampling
3,2.0166027098976502,ThompsonSampling
3,5.013568263194662,ThompsonSampling
3,2.8994481369396343,ThompsonSampling
3,4.458984536213646,ThompsonSampling
3,2.592382429519729,ThompsonSampling
2,3.6875643133344793,ThompsonSampling
3,4.387356542244781,ThompsonSampling
3,4.06317314165885,ThompsonSampling
3,3.14886683288142,ThompsonSampling
3,4.8169887015116695,ThompsonSampling
3,2.766044409398118,ThompsonSampling
3,3.8953403205769632,ThompsonSampling
3,2.220046510399132,ThompsonSampling
3,4.8429970889711145,ThompsonSampling
3,4.796598467744155,ThompsonSampling
3,2.4597201675184177,ThompsonSampling
3,4.1525135098843124,ThompsonSampling
3,3.9178365952952716,ThompsonSampling
3,5.143730330100992,ThompsonSampling
3,2.4972020297611897,ThompsonSampling
3,5.442531373232407,ThompsonSampling
3,3.384953569854788,ThompsonSampling
3,4.389147725407304,ThompsonSampling
3,2.909553224304439,ThompsonSampling
2,3.7838374999828157,ThompsonSampling
3,3.818531154790919,ThompsonSampling
3,3.1751412216818546,ThompsonSampling
3,3.934363569464651,ThompsonSampling
3,3.867930550659011,ThompsonSampling
3,3.3839271655319787,ThompsonSampling
3,4.217627291318258,ThompsonSampling
3,3.058265192409124,ThompsonSampling
3,4.828894906740709,ThompsonSampling
3,4.087313765176451,ThompsonSampling
3,4.306797921738014,ThompsonSampling
3,2.881727891903771,ThompsonSampling
3,5.431460763727009,ThompsonSampling
3,3.401789585010528,ThompsonSampling
3,5.230795831765241,ThompsonSampling
3,4.065655969376543,ThompsonSampling
3,2.7760150151555223,ThompsonSampling
3,4.496223246545451,ThompsonSampling
3,3.079004067135102,ThompsonSampling
3,5.065774963016173,ThompsonSampling
3,4.017194512880701,ThompsonSampling
3,3.354571834063434,ThompsonSampling
3,3.758204287467271,ThompsonSampling
3,3.156055783696134,ThompsonSampling
3,5.51245159728037,ThompsonSampling
3,4.25875288848629,ThompsonSampling
3,2.7902937573156974,ThompsonSampling
3,2.517831888019065,ThompsonSampling
3,3.313811780948253,ThompsonSampling
2,2.8834251664114814,ThompsonSampling
3,3.4061137445860026,ThompsonSampling
3,2.6809004908464438,ThompsonSampling
3,5.350305650433309,ThompsonSampling
3,4.081685597050952,ThompsonSampling
3,3.5549010898164384,ThompsonSampling
3,3.312331676689142,ThompsonSampling
3,2.346415826271633,ThompsonSampling
3,3.9214993797777877,ThompsonSampling
2,2.530347989854093,ThompsonSampling
3,3.4229000988725495,ThompsonSampling
3,2.538178681946265,ThompsonSampling
3,2.7332746697819594,ThompsonSampling
3,5.407574110052185,ThompsonSampling
3,5.067464373751496,ThompsonSampling
3,3.234088880872563,ThompsonSampling
2,1.4883416435341688,ThompsonSampling
3,4.025014570879652,ThompsonSampling
3,5.1849583004859765,ThompsonSampling
3,4.016940384123545,ThompsonSampling
3,4.5976817928178715,ThompsonSampling
3,4.350316983216862,ThompsonSampling
3,5.498815241665261,ThompsonSampling
3,3.7880605820821147,ThompsonSampling
3,3.315829293001669,ThompsonSampling
3,3.859144785101678,ThompsonSampling
3,3.8696055633339506,ThompsonSampling
3,2.335902388212851,ThompsonSampling
3,4.992299565390309,ThompsonSampling
3,3.9821845405586385,ThompsonSampling
3,3.7644222281075392,ThompsonSampling
3,2.295696111246924,ThompsonSampling
3,4.005515483047651,ThompsonSampling
3,2.455663478923433,ThompsonSampling
3,4.3118119488110125,ThompsonSampling
3,4.396465318309806,ThompsonSampling
3,4.556355535963516,ThompsonSampling
3,1.9286111585440309,ThompsonSampling
3,3.870142709854025,ThompsonSampling
3,3.474540536000658,ThompsonSampling
3,4.02175523366878,ThompsonSampling
3,4.043645864394236,ThompsonSampling
3,5.545052005107324,ThompsonSampling
3,2.807741539445672,ThompsonSampling
3,5.2334209779414715,ThompsonSampling
3,3.071603589350836,ThompsonSampling
3,6.189964765120971,ThompsonSampling
3,2.7643519824113545,ThompsonSampling
3,3.935757703632719,ThompsonSampling
3,3.54301189301281,ThompsonSampling
3,3.2551273383717296,ThompsonSampling
3,4.711519287612534,ThompsonSampling
3,5.208868639388488,ThompsonSampling
3,4.732029803329128,ThompsonSampling
3,2.9307968757928657,ThompsonSampling
3,4.359132013824292,ThompsonSampling
3,3.9982877773994434,ThompsonSampling
3,2.8466140891978338,ThompsonSampling
3,4.78106884028684,ThompsonSampling
3,2.853582761660225,ThompsonSampling
3,2.9833890907628513,ThompsonSampling
3,2.7834227614008196,ThompsonSampling
3,6.020789440780085,ThompsonSampling
3,3.8450506051903277,ThompsonSampling
3,3.3143465824482568,ThompsonSampling
2,1.3195463693511618,ThompsonSampling
3,5.002389514401658,ThompsonSampling
3,2.406552186018561,ThompsonSampling
3,3.4398371452391343,ThompsonSampling
3,3.1758588224441326,ThompsonSampling
3,3.865605944872471,ThompsonSampling
3,4.467563245508836,ThompsonSampling
3,4.618150089278717,ThompsonSampling
3,4.417516269955086,ThompsonSampling
3,3.8796137497594456,ThompsonSampling
3,5.105869073690776,ThompsonSampling
3,5.13802835375985,ThompsonSampling
3,4.856055970057566,ThompsonSampling
3,4.218693900117477,ThompsonSampling
3,4.007192587284486,ThompsonSampling
